"ORDER
NUMBER","QUANTITY
ORDERED", PRICEEACH , SALES AMOUNT ,STATUS,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,COMPANY_NAME,CITY,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10105,41,100,"8,690",Shipped,2,2003,Classic Cars,S12_1108,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Large
10117,33,100,"6,034",Shipped,4,2003,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10127,46,100,"11,279",Shipped,6,2003,Classic Cars,S12_1108,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Large
10142,33,100,"8,023",Shipped,8,2003,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Large
10153,20,100,"4,904",Shipped,9,2003,Classic Cars,S12_1108,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10165,44,100,"8,595",Shipped,10,2003,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Large
10176,33,100,"7,475",Shipped,11,2003,Classic Cars,S12_1108,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Large
10185,21,100,"3,884",Shipped,11,2003,Classic Cars,S12_1108,Mini Creations Ltd.,New Bedford,USA,NA,Tam,Wing C,Medium
10196,47,100,"8,888",Shipped,11,2003,Classic Cars,S12_1108,Super Scale Inc.,New Haven,USA,NA,Murphy,Leslie,Large
10208,46,100,"8,603",Shipped,1,2004,Classic Cars,S12_1108,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Large
10220,32,100,"7,181",Shipped,2,2004,Classic Cars,S12_1108,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,Large
10231,42,100,"8,379",Shipped,3,2004,Classic Cars,S12_1108,CAF Imports,Madrid,Spain,EMEA,Fernandez,Jesus,Large
10247,44,100,"10,606",Shipped,5,2004,Classic Cars,S12_1108,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Kalle,Large
10272,35,100,"5,818",Shipped,7,2004,Classic Cars,S12_1108,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Medium
10282,41,100,"7,071",Shipped,8,2004,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Large
10293,46,100,"8,412",Shipped,9,2004,Classic Cars,S12_1108,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Large
10306,31,100,"6,571",Shipped,10,2004,Classic Cars,S12_1108,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Medium
10314,38,100,"7,975",Shipped,10,2004,Classic Cars,S12_1108,Heintze Collectables,Aaarhus,Denmark,EMEA,Ibsen,Palle,Large
10325,42,64,"2,688",Shipped,11,2004,Classic Cars,S12_1108,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Small
10336,33,57,"1,888",Shipped,11,2004,Classic Cars,S12_1108,"La Corne D'abondance, Co.",Paris,France,EMEA,Bertrand,Marie,Small
10348,48,52,"2,513",Shipped,11,2004,Classic Cars,S12_1108,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Small
10359,42,100,"4,764",Shipped,12,2004,Classic Cars,S12_1108,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Medium
10371,32,100,"3,561",Shipped,1,2005,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10382,34,100,"3,824",Shipped,2,2005,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10395,33,69,"2,281",Shipped,3,2005,Classic Cars,S12_1108,Lyon Souveniers,Paris,France,EMEA,Da Cunha,Daniel,Small
10413,36,100,"8,678",Shipped,5,2005,Classic Cars,S12_1108,Gift Depot Inc.,Bridgewater,USA,NA,King,Julie,Large
10103,27,100,"3,395",Shipped,1,2003,Trucks and Buses,S12_1666,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Medium
10113,21,100,"3,415",Shipped,3,2003,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10126,21,100,"2,440",Shipped,5,2003,Trucks and Buses,S12_1666,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Small
10140,38,100,"4,830",Shipped,7,2003,Trucks and Buses,S12_1666,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Juri,Medium
10150,30,100,"4,100",Shipped,9,2003,Trucks and Buses,S12_1666,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10164,49,100,"6,563",Resolved,10,2003,Trucks and Buses,S12_1666,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Roland,Medium
10174,43,100,"6,817",Shipped,11,2003,Trucks and Buses,S12_1666,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Tony,Medium
10183,41,100,"6,164",Shipped,11,2003,Trucks and Buses,S12_1666,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Cervantes,Francisca,Medium
10194,38,100,"4,934",Shipped,11,2003,Trucks and Buses,S12_1666,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Medium
10206,28,100,"4,056",Shipped,12,2003,Trucks and Buses,S12_1666,Canadian Gift Exchange Network,Vancouver,Canada,NA,Tannamuri,Yoshi,Medium
10216,43,100,"5,759",Shipped,2,2004,Trucks and Buses,S12_1666,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Medium
10229,25,100,"3,451",Shipped,3,2004,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10245,38,100,"5,920",Shipped,5,2004,Trucks and Buses,S12_1666,Super Scale Inc.,New Haven,USA,NA,Murphy,Leslie,Medium
10258,41,100,"6,668",Shipped,6,2004,Trucks and Buses,S12_1666,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Akiko,Medium
10270,28,100,"4,095",Shipped,7,2004,Trucks and Buses,S12_1666,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Medium
10281,25,100,"2,939",Shipped,8,2004,Trucks and Buses,S12_1666,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Small
10291,41,100,"6,388",Shipped,9,2004,Trucks and Buses,S12_1666,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Medium
10304,39,100,"6,396",Shipped,10,2004,Trucks and Buses,S12_1666,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Medium
10313,21,100,"2,669",Shipped,10,2004,Trucks and Buses,S12_1666,Canadian Gift Exchange Network,Vancouver,Canada,NA,Tannamuri,Yoshi,Small
10322,27,100,"4,784",Shipped,11,2004,Trucks and Buses,S12_1666,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Medium
10333,33,99,"3,274",Shipped,11,2004,Trucks and Buses,S12_1666,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Medium
10347,29,100,"3,586",Shipped,11,2004,Trucks and Buses,S12_1666,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Medium
10357,49,100,"5,960",Shipped,12,2004,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10370,49,100,"8,470",Shipped,1,2005,Trucks and Buses,S12_1666,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Large
10381,20,100,"2,952",Shipped,2,2005,Trucks and Buses,S12_1666,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Small
10391,39,63,"2,465",Shipped,3,2005,Trucks and Buses,S12_1666,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Small
10411,40,100,"6,232",Shipped,5,2005,Trucks and Buses,S12_1666,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Jean,Medium
10424,49,100,"7,969",In Process,5,2005,Trucks and Buses,S12_1666,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Large
10107,21,100,"3,037",Shipped,2,2003,Motorcycles,S12_2823,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Medium
10121,50,100,"8,284",Shipped,5,2003,Motorcycles,S12_2823,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Large
10134,20,100,"2,711",Shipped,7,2003,Motorcycles,S12_2823,Lyon Souveniers,Paris,France,EMEA,Da Cunha,Daniel,Small
10145,49,100,"8,340",Shipped,8,2003,Motorcycles,S12_2823,Toys4GrownUps.com,Pasadena,USA,NA,Young,Julie,Large
10159,38,100,"6,239",Shipped,10,2003,Motorcycles,S12_2823,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Medium
10169,35,100,"4,639",Shipped,11,2003,Motorcycles,S12_2823,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Medium
10180,40,100,"6,748",Shipped,11,2003,Motorcycles,S12_2823,Daedalus Designs Imports,Lille,France,EMEA,Rance,Martine,Medium
10189,28,100,"4,512",Shipped,11,2003,Motorcycles,S12_2823,Toys4GrownUps.com,Pasadena,USA,NA,Young,Julie,Medium
10201,25,100,"4,029",Shipped,12,2003,Motorcycles,S12_2823,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Medium
10211,36,100,"4,772",Shipped,1,2004,Motorcycles,S12_2823,Auto Canal Petit,Paris,France,EMEA,Perrier,Dominique,Medium
10224,43,100,"6,088",Shipped,2,2004,Motorcycles,S12_2823,Daedalus Designs Imports,Lille,France,EMEA,Rance,Martine,Medium
10237,32,100,"4,193",Shipped,4,2004,Motorcycles,S12_2823,Vitachrome Inc.,NYC,USA,NA,Frick,Michael,Medium
10251,46,100,"7,552",Shipped,5,2004,Motorcycles,S12_2823,Tekni Collectables Inc.,Newark,USA,NA,Brown,William,Large
10263,48,100,"6,434",Shipped,6,2004,Motorcycles,S12_2823,Gift Depot Inc.,Bridgewater,USA,NA,King,Julie,Medium
10276,43,100,"5,182",Shipped,8,2004,Motorcycles,S12_2823,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Miguel,Medium
10285,49,100,"6,864",Shipped,8,2004,Motorcycles,S12_2823,Marta's Replicas Co.,Cambridge,USA,NA,Hernandez,Marta,Medium
10299,24,100,"4,157",Shipped,9,2004,Motorcycles,S12_2823,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,Medium
10309,26,100,"4,660",Shipped,10,2004,Motorcycles,S12_2823,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Medium
10319,30,100,"4,112",Shipped,11,2004,Motorcycles,S12_2823,Microscale Inc.,NYC,USA,NA,Kuo,Kee,Medium
10329,24,100,"3,543",Shipped,11,2004,Motorcycles,S12_2823,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Medium
10341,55,100,"8,119",Shipped,11,2004,Motorcycles,S12_2823,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Large
10362,22,100,"3,877",Shipped,1,2005,Motorcycles,S12_2823,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Juri,Medium
10375,49,79,"3,867",Shipped,2,2005,Motorcycles,S12_2823,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Janine,Medium
10388,44,100,"5,951",Shipped,3,2005,Motorcycles,S12_2823,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,Medium
10403,66,100,"8,649",Shipped,4,2005,Motorcycles,S12_2823,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Devon,Elizabeth,Large
10417,21,100,"3,448",Disputed,5,2005,Motorcycles,S12_2823,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10104,34,100,"5,959",Shipped,1,2003,Classic Cars,S12_3148,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10117,43,100,"5,912",Shipped,4,2003,Classic Cars,S12_3148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10127,46,100,"7,366",Shipped,6,2003,Classic Cars,S12_3148,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Large
10142,33,100,"4,986",Shipped,8,2003,Classic Cars,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10153,42,100,"5,394",Shipped,9,2003,Classic Cars,S12_3148,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10165,34,100,"4,880",Shipped,10,2003,Classic Cars,S12_3148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10176,47,100,"8,379",Shipped,11,2003,Classic Cars,S12_3148,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Large
10185,33,100,"4,038",Shipped,11,2003,Classic Cars,S12_3148,Mini Creations Ltd.,New Bedford,USA,NA,Tam,Wing C,Medium
10196,24,100,"3,807",Shipped,11,2003,Classic Cars,S12_3148,Super Scale Inc.,New Haven,USA,NA,Murphy,Leslie,Medium
10208,26,100,"3,142",Shipped,1,2004,Classic Cars,S12_3148,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Medium
10220,30,100,"4,714",Shipped,2,2004,Classic Cars,S12_3148,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,Medium
10230,43,100,"7,016",Shipped,3,2004,Classic Cars,S12_3148,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Roland,Large
10247,25,100,"4,381",Shipped,5,2004,Classic Cars,S12_3148,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Kalle,Medium
10272,27,100,"4,283",Shipped,7,2004,Classic Cars,S12_3148,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Medium
10282,27,100,"4,365",Shipped,8,2004,Classic Cars,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10293,24,100,"4,242",Shipped,9,2004,Classic Cars,S12_3148,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Medium
10306,34,100,"4,983",Shipped,10,2004,Classic Cars,S12_3148,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Medium
10314,46,100,"6,394",Shipped,10,2004,Classic Cars,S12_3148,Heintze Collectables,Aaarhus,Denmark,EMEA,Ibsen,Palle,Medium
10324,27,54,"1,467",Shipped,11,2004,Classic Cars,S12_3148,Vitachrome Inc.,NYC,USA,NA,Frick,Michael,Small
10336,33,100,"4,059",Shipped,11,2004,Classic Cars,S12_3148,"La Corne D'abondance, Co.",Paris,France,EMEA,Bertrand,Marie,Medium
10348,47,100,"4,802",Shipped,11,2004,Classic Cars,S12_3148,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Medium
10358,49,55,"2,712",Shipped,12,2004,Classic Cars,S12_3148,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10372,40,100,"5,862",Shipped,1,2005,Classic Cars,S12_3148,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Akiko,Medium
10382,37,100,"4,072",Shipped,2,2005,Classic Cars,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10413,47,100,"8,237",Shipped,5,2005,Classic Cars,S12_3148,Gift Depot Inc.,Bridgewater,USA,NA,King,Julie,Large
10108,45,100,"6,130",Shipped,3,2003,Classic Cars,S12_3380,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Arnold,Medium
10122,37,100,"3,693",Shipped,5,2003,Classic Cars,S12_3380,Marseille Mini Autos,Marseille,France,EMEA,Lebihan,Laurence,Medium
10135,48,100,"6,032",Shipped,7,2003,Classic Cars,S12_3380,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10147,31,100,"3,495",Shipped,9,2003,Classic Cars,S12_3380,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Allen,Medium
10160,46,100,"5,294",Shipped,10,2003,Classic Cars,S12_3380,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Chandler,Michael,Medium
10170,47,100,"5,465",Shipped,11,2003,Classic Cars,S12_3380,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Roland,Medium
10181,28,100,"2,861",Shipped,11,2003,Classic Cars,S12_3380,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Small
10191,40,100,"5,590",Shipped,11,2003,Classic Cars,S12_3380,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Pfalzheim,Henriette,Medium
10203,20,100,"2,255",Shipped,12,2003,Classic Cars,S12_3380,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10212,39,100,"4,947",Shipped,1,2004,Classic Cars,S12_3380,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10225,25,100,"2,496",Shipped,2,2004,Classic Cars,S12_3380,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Small
10238,29,100,"3,167",Shipped,4,2004,Classic Cars,S12_3380,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Medium
10253,22,100,"2,403",Cancelled,6,2004,Classic Cars,S12_3380,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Devon,Elizabeth,Small
10266,22,100,"2,455",Shipped,7,2004,Classic Cars,S12_3380,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Small
10276,47,100,"5,465",Shipped,8,2004,Classic Cars,S12_3380,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Miguel,Medium
10287,45,100,"4,757",Shipped,8,2004,Classic Cars,S12_3380,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Medium
10300,29,100,"3,985",Shipped,10,2003,Classic Cars,S12_3380,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Roland,Medium
10310,24,100,"3,100",Shipped,10,2004,Classic Cars,S12_3380,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Pfalzheim,Henriette,Medium
10320,35,100,"4,850",Shipped,11,2004,Classic Cars,S12_3380,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Christina,Medium
10329,46,84,"3,847",Shipped,11,2004,Classic Cars,S12_3380,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Medium
10341,44,96,"4,221",Shipped,11,2004,Classic Cars,S12_3380,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Medium
10363,34,97,"3,289",Shipped,1,2005,Classic Cars,S12_3380,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Kalle,Medium
10376,35,100,"3,987",Shipped,2,2005,Classic Cars,S12_3380,Boards & Toys Co.,Glendale,USA,NA,Young,Leslie,Medium
10389,25,72,"1,810",Shipped,3,2005,Classic Cars,S12_3380,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Small
10419,10,100,"1,092",Shipped,5,2005,Classic Cars,S12_3380,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Small
10105,29,100,"4,566",Shipped,2,2003,Classic Cars,S12_3891,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Medium
10117,39,100,"5,938",Shipped,4,2003,Classic Cars,S12_3891,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10127,42,100,"8,139",Shipped,6,2003,Classic Cars,S12_3891,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Large
10142,46,100,"9,471",Shipped,8,2003,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Large
10153,49,100,"7,037",Shipped,9,2003,Classic Cars,S12_3891,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Large
10165,27,100,"5,559",Shipped,10,2003,Classic Cars,S12_3891,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10176,50,100,"7,873",Shipped,11,2003,Classic Cars,S12_3891,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Large
10185,43,100,"7,886",Shipped,11,2003,Classic Cars,S12_3891,Mini Creations Ltd.,New Bedford,USA,NA,Tam,Wing C,Large
10196,38,100,"7,232",Shipped,11,2003,Classic Cars,S12_3891,Super Scale Inc.,New Haven,USA,NA,Murphy,Leslie,Large
10208,20,100,"3,114",Shipped,1,2004,Classic Cars,S12_3891,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Medium
10220,27,100,"5,045",Shipped,2,2004,Classic Cars,S12_3891,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,Medium
10231,49,100,"6,952",Shipped,3,2004,Classic Cars,S12_3891,CAF Imports,Madrid,Spain,EMEA,Fernandez,Jesus,Medium
10247,27,100,"4,158",Shipped,5,2004,Classic Cars,S12_3891,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Kalle,Medium
10272,39,100,"7,962",Shipped,7,2004,Classic Cars,S12_3891,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Large
10282,24,100,"3,779",Shipped,8,2004,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10293,45,100,"8,253",Shipped,9,2004,Classic Cars,S12_3891,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Large
10306,20,100,"3,633",Shipped,10,2004,Classic Cars,S12_3891,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Medium
10314,36,100,"6,914",Shipped,10,2004,Classic Cars,S12_3891,Heintze Collectables,Aaarhus,Denmark,EMEA,Ibsen,Palle,Medium
10325,24,100,"2,584",Shipped,11,2004,Classic Cars,S12_3891,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Small
10336,49,63,"3,106",Shipped,11,2004,Classic Cars,S12_3891,"La Corne D'abondance, Co.",Paris,France,EMEA,Bertrand,Marie,Medium
10349,26,100,"4,409",Shipped,12,2004,Classic Cars,S12_3891,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Medium
10359,49,62,"3,042",Shipped,12,2004,Classic Cars,S12_3891,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Medium
10372,34,100,"5,942",Shipped,1,2005,Classic Cars,S12_3891,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Akiko,Medium
10382,34,95,"3,242",Shipped,2,2005,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10396,33,100,"6,109",Shipped,3,2005,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10413,22,100,"3,388",Shipped,5,2005,Classic Cars,S12_3891,Gift Depot Inc.,Bridgewater,USA,NA,King,Julie,Medium
10108,39,89,"3,486",Shipped,3,2003,Classic Cars,S12_3990,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Arnold,Medium
10122,32,64,"2,043",Shipped,5,2003,Classic Cars,S12_3990,Marseille Mini Autos,Marseille,France,EMEA,Lebihan,Laurence,Small
10135,24,75,"1,800",Shipped,7,2003,Classic Cars,S12_3990,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10147,21,64,"1,341",Shipped,9,2003,Classic Cars,S12_3990,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Allen,Small
10159,24,73,"1,762",Shipped,10,2003,Classic Cars,S12_3990,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Small
10169,36,64,"2,298",Shipped,11,2003,Classic Cars,S12_3990,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Small
10181,20,81,"1,628",Shipped,11,2003,Classic Cars,S12_3990,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Small
10191,30,65,"1,939",Shipped,11,2003,Classic Cars,S12_3990,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Pfalzheim,Henriette,Small
10203,44,83,"3,652",Shipped,12,2003,Classic Cars,S12_3990,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10211,28,93,"2,592",Shipped,1,2004,Classic Cars,S12_3990,Auto Canal Petit,Paris,France,EMEA,Perrier,Dominique,Small
10225,37,77,"2,864",Shipped,2,2004,Classic Cars,S12_3990,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Small
10238,20,74,"1,484",Shipped,4,2004,Classic Cars,S12_3990,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Small
10253,25,90,"2,254",Cancelled,6,2004,Classic Cars,S12_3990,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Devon,Elizabeth,Small
10266,35,77,"2,681",Shipped,7,2004,Classic Cars,S12_3990,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Small
10276,38,84,"3,184",Shipped,8,2004,Classic Cars,S12_3990,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Miguel,Medium
10287,41,69,"2,847",Shipped,8,2004,Classic Cars,S12_3990,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Small
10300,22,77,"1,685",Shipped,10,2003,Classic Cars,S12_3990,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Roland,Small
10310,49,81,"3,989",Shipped,10,2004,Classic Cars,S12_3990,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Pfalzheim,Henriette,Medium
10320,38,73,"2,790",Shipped,11,2004,Classic Cars,S12_3990,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Christina,Small
10329,33,100,"3,608",Shipped,11,2004,Classic Cars,S12_3990,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Medium
10341,36,94,"3,368",Shipped,11,2004,Classic Cars,S12_3990,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Medium
10363,34,82,"2,775",Shipped,1,2005,Classic Cars,S12_3990,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Kalle,Small
10377,24,68,"1,628",Shipped,2,2005,Classic Cars,S12_3990,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,Small
10389,36,70,"2,529",Shipped,3,2005,Classic Cars,S12_3990,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Small
10419,34,90,"3,066",Shipped,5,2005,Classic Cars,S12_3990,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Medium
10104,41,100,"4,616",Shipped,1,2003,Trucks and Buses,S12_4473,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10115,46,100,"5,724",Shipped,4,2003,Trucks and Buses,S12_4473,Classic Legends Inc.,NYC,USA,NA,Hernandez,Maria,Medium
